Date,ACC,AUBANK,ADANIPORTS,ADANIPOWER,ADANITRANS,ABCAPITAL,ABFRL,AJANTPHARM,ALKEM,AMARAJABAT,AMBUJACEM,APOLLOHOSP,APOLLOTYRE,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BAJAJHLDNG,BALKRISIND,BANDHANBNK,BANKBARODA,BANKINDIA,BATAINDIA,BERGEPAINT,BEL,BHARATFORG,BHEL,BPCL,BHARTIARTL,INFRATEL,BIOCON,BBTC,BOSCHLTD,BRITANNIA,CESC,CADILAHC,CANBK,CASTROLIND,CHOLAFIN,CIPLA,CUB,COALINDIA,COLPAL,CONCOR,COROMANDEL,CROMPTON,CUMMINSIND,DLF,DABUR,DALBHARAT,DIVISLAB,DRREDDY,EDELWEISS,EICHERMOT,EMAMILTD,ENDURANCE,ENGINERSIN,ESCORTS,EXIDEIND,FEDERALBNK,FORTIS,FCONSUMER,FRETAIL,GAIL,GMRINFRA,GICRE,GLENMARK,GODREJAGRO,GODREJCP,GODREJIND,GODREJPROP,GRAPHITE,GRASIM,GSPL,HEG,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HAVELLS,HEROMOTOCO,HEXAWARE,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,HUDCO,HDFC,ICICIBANK,ICICIGI,ICICIPRULI,IDBI,IDFCFIRSTB,ITC,IBULHSGFIN,IBVENTURES,INDIANB,INDHOTEL,IOC,IGL,INDUSINDBK,NAUKRI,INFY,INDIGO,IPCALAB,JSWENERGY,JSWSTEEL,JINDALSTEL,JUBLFOOD,JUBILANT,KOTAKBANK,L&TFH,LTTS,LICHSGFIN,LTI,LT,LUPIN,MRF,MGL,M&MFIN,M&M,MANAPPURAM,MRPL,MARICO,MARUTI,MFSL,MINDTREE,MOTHERSUMI,MPHASIS,MUTHOOTFIN,NATCOPHARM,NBCC,NHPC,NMDC,NTPC,NATIONALUM,NESTLEIND,NAM-INDIA,OBEROIRLTY,ONGC,OIL,OFSS,PIIND,PNBHOUSING,PAGEIND,PETRONET,PFIZER,PIDILITIND,PEL,PFC,POWERGRID,PRESTIGE,PGHH,PNB,QUESS,RBLBANK,RECLTD,RAJESHEXPO,RELIANCE,SBILIFE,SRF,SHREECEM,SRTRANSFIN,SIEMENS,SBIN,SAIL,STRTECH,SUNPHARMA,SUNTV,SYNGENE,TVSMOTOR,TCS,TATACONSUM,TATAMTRDVR,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,NIACL,RAMCOCEM,TITAN,TORNTPHARM,TORNTPOWER,UPL,ULTRACEMCO,UNIONBANK,UBL,MCDOWELL-N,VGUARD,VARROC,VBL,VEDL,IDEA,VOLTAS,WHIRLPOOL,WIPRO,ZEEL
22-APR-2016,False,,True,False,,,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,,False,False,,False,,False,False,False,False,False,False,False,False,,False,,False,False,True,False,False,False,False,,False,False,,,False,,True,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,True,,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,True,False,False,False,True,False,False,,,False,True,False,,False,False,False,False,False,False,,True,True,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False,True,False
25-APR-2016,False,,False,True,,,True,False,True,False,True,True,True,True,True,False,False,False,True,False,False,False,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,,False,False,False,False,False,,False,False,False,False,False,,,False,False,,False,,False,False,False,False,False,False,False,False,,False,,False,False,True,False,False,False,True,,True,False,,,False,,True,False,,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,,True,,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,False,,,False,True,True,,False,False,False,False,False,False,,True,True,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False,True,False
26-APR-2016,False,,True,True,,,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,,False,False,,False,,False,True,False,False,False,False,False,False,,False,,False,True,True,False,False,False,False,,False,False,,,False,,False,False,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,,True,,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,True,False,,False,False,False,False,False,False,False,False,False,False,,,False,True,True,,False,False,False,False,False,False,,True,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False,True,False
27-APR-2016,False,,False,True,,,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,,False,False,False,False,True,,,False,False,,False,,False,True,False,False,False,False,False,False,,False,,False,True,True,False,False,False,False,,False,False,,,False,,False,False,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,,True,,False,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,True,True,,False,False,False,False,False,False,,True,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,False,True,True,False,,,False,False,False,False,True,False
28-APR-2016,False,,False,True,,,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,False,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,True,False,False,,False,True,False,False,False,,False,False,False,False,False,,,False,False,,False,,True,True,False,False,False,True,False,True,,False,,False,True,True,False,False,True,False,,True,False,,,True,,True,False,,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,,True,,False,False,True,,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,,False,False,False,False,False,,False,False,False,True,False,False,True,False,True,False,,,False,True,True,,False,False,False,False,False,False,,True,True,False,True,False,False,False,False,False,False,False,,False,False,False,True,False,True,True,True,True,False,,,False,False,False,False,True,False
29-APR-2016,False,,False,True,,,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,False,,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,,False,False,False,False,False,,False,False,False,True,True,,,False,False,,False,,True,True,False,False,False,True,False,True,,False,,False,True,True,False,False,True,False,,True,True,,,True,,True,False,,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,,True,,False,False,True,,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,,False,False,False,False,False,,False,False,True,False,False,False,False,False,True,False,,,False,True,True,,False,False,True,True,True,False,,True,False,False,True,False,False,False,False,False,False,False,,False,True,False,False,False,True,True,True,True,False,,,False,False,False,False,True,False
02-MAY-2016,False,,False,True,,,True,False,True,False,False,True,True,True,True,False,False,False,False,False,True,False,,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,,False,False,False,,False,True,False,False,True,,False,False,False,False,True,,,False,False,,False,,False,True,False,False,False,False,False,True,,False,,False,True,True,False,False,True,False,,True,True,,,True,,True,False,,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,,False,False,True,,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,True,,,False,True,True,,False,False,False,False,True,False,,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,True,False,True,True,True,True,False,,,False,False,False,False,True,False
03-MAY-2016,False,,False,True,,,True,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,,False,False,False,,False,True,False,False,True,,False,False,False,False,True,,,False,False,,False,,False,True,False,False,False,False,False,True,,False,,True,True,True,False,False,True,False,,True,True,,,True,,True,False,,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,,True,,False,False,True,,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,,False,False,False,False,False,,False,False,False,True,False,False,False,False,False,True,,,False,False,True,,False,True,False,False,True,False,,True,False,False,True,True,True,False,False,False,False,True,,False,False,False,True,False,False,True,True,False,False,,,False,False,False,False,True,False
04-MAY-2016,True,,True,True,,,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,False,,True,True,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,,True,True,False,,False,True,False,True,True,,True,False,True,False,True,,,False,True,,False,,True,True,False,False,False,True,True,True,,False,,False,True,True,True,False,True,True,,False,True,,,True,,True,False,,True,False,True,False,False,True,True,False,True,True,True,True,True,True,False,False,,True,,False,False,True,,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,True,,False,True,False,True,False,,False,False,False,True,False,True,True,False,False,True,,,True,True,True,,False,True,False,True,True,True,,True,True,True,True,True,True,True,True,False,True,True,,False,False,True,True,False,True,True,True,False,False,,,False,False,False,True,True,False
05-MAY-2016,True,,True,True,,,True,False,True,False,True,True,True,True,True,False,False,True,False,False,True,False,,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,,True,False,False,,False,True,False,True,True,,True,False,False,False,True,,,False,True,,False,,True,True,True,False,False,False,True,True,,False,,False,True,True,True,True,True,True,,False,True,,,True,,True,False,,True,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,,True,,False,False,True,,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,,False,True,True,True,True,,False,False,True,True,False,True,False,False,False,True,,,True,True,True,,False,True,False,False,True,True,,True,True,True,True,True,True,True,True,False,True,False,,False,False,True,True,False,True,True,True,False,False,,,False,True,False,True,True,True
06-MAY-2016,False,,True,True,,,True,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,,True,True,False,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,,True,False,False,,True,True,False,False,False,,True,False,False,False,True,,,False,False,,False,,True,True,True,False,False,True,True,True,,False,,False,True,True,True,False,True,True,,False,True,,,True,,True,False,,True,False,True,False,False,True,True,False,True,True,True,True,True,True,False,False,,True,,False,False,True,,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,,True,True,False,False,False,,False,False,False,True,False,True,True,False,True,True,,,True,True,True,,False,False,False,False,True,True,,True,True,True,True,True,True,True,False,False,True,True,,False,False,True,True,False,True,True,True,False,False,,,False,True,False,False,True,True
09-MAY-2016,False,,True,True,,,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,True,False,False,,False,True,False,False,False,,True,False,False,False,True,,,False,False,,False,,False,True,True,True,False,False,False,True,,False,,False,False,True,True,False,True,True,,False,True,,,False,,False,False,,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,,False,,False,False,True,,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,,False,True,False,True,False,,False,False,False,True,False,True,False,False,True,True,,,True,True,True,,False,False,False,False,False,True,,True,False,True,True,False,True,True,False,False,True,False,,False,False,True,True,False,True,True,False,False,False,,,False,True,False,False,True,False
10-MAY-2016,False,,True,True,,,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,,False,False,False,,False,True,False,False,False,,False,False,False,False,True,,,False,False,,False,,False,True,True,False,False,False,False,True,,False,,False,False,True,True,False,True,True,,False,True,,,False,,False,False,,True,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,,True,,False,False,True,,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,,False,True,False,True,False,,False,False,False,True,False,True,True,False,False,True,,,True,True,True,,False,False,False,False,False,True,,True,False,True,True,False,True,True,True,False,True,False,,False,False,True,True,False,True,True,False,False,False,,,True,True,False,False,True,False
11-MAY-2016,False,,True,True,,,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,,True,False,False,,False,True,False,False,False,,False,False,False,False,True,,,False,True,,False,,False,True,True,False,False,False,False,True,,False,,False,False,True,True,False,True,True,,False,True,,,True,,True,False,,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,False,,True,,False,False,True,,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,,False,True,False,True,False,,False,False,False,False,False,True,True,False,False,True,,,True,True,True,,False,False,False,False,True,True,,True,False,True,True,False,True,True,True,False,True,True,,False,False,True,True,False,False,True,False,False,False,,,True,True,False,False,True,False
12-MAY-2016,False,,True,True,,,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,,True,False,False,,False,True,False,True,False,,False,False,False,False,True,,,False,True,,False,,False,True,True,False,False,False,False,True,,False,,False,False,True,False,True,True,True,,False,False,,,True,,True,False,,True,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,,False,,False,False,True,,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,,False,True,False,True,False,,False,False,True,False,False,True,False,True,False,True,,,True,False,True,,False,False,False,False,False,True,,True,False,False,True,False,False,True,True,False,True,False,,False,False,True,True,False,False,True,False,False,False,,,False,True,False,False,True,False
13-MAY-2016,False,,True,True,,,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,,True,True,False,,False,True,False,True,False,,False,False,False,False,True,,,False,True,,False,,False,True,True,True,False,False,False,True,,False,,False,True,True,True,False,True,True,,False,True,,,True,,True,False,,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,,True,,False,False,True,,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,,False,True,False,True,False,,False,False,False,False,False,False,False,False,False,True,,,True,True,True,,True,False,False,False,True,True,,True,False,False,True,False,False,True,True,False,True,False,,False,False,True,True,False,True,True,True,False,False,,,True,True,False,False,True,False
16-MAY-2016,False,,True,True,,,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,,True,False,False,,False,False,False,True,False,,True,False,False,False,True,,,False,True,,False,,False,True,False,True,False,False,False,True,,False,,False,True,True,True,False,True,True,,False,True,,,True,,False,False,,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,False,,False,,False,False,True,,False,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,,False,True,False,True,True,,False,False,False,False,False,False,False,True,False,True,,,True,True,True,,True,False,False,True,True,True,,True,False,False,True,False,False,True,True,False,True,False,,False,False,True,True,False,True,True,True,False,False,,,True,True,False,False,True,False
17-MAY-2016,False,,True,True,,,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,,True,False,False,,False,False,False,True,False,,False,False,False,False,True,,,False,True,,False,,False,False,False,True,False,False,False,True,,False,,False,False,True,True,False,True,True,,False,True,,,True,,False,False,,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,,False,,False,False,True,,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,,False,False,False,True,True,,False,False,False,False,False,True,False,True,False,True,,,True,True,True,,True,False,False,False,True,True,,True,False,False,True,False,False,True,True,True,True,False,,False,False,True,True,False,False,True,True,False,False,,,True,True,False,False,True,False
18-MAY-2016,True,,True,True,,,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,,True,False,False,,False,False,False,True,False,,False,False,False,False,True,,,False,True,,False,,False,False,False,True,False,True,False,True,,False,,False,True,True,True,False,True,True,,False,True,,,True,,False,False,,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,,False,,False,False,True,,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,True,False,,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,True,,,True,True,True,,True,False,False,True,True,True,,True,False,False,True,False,False,True,True,True,True,False,,False,False,True,True,False,False,True,True,True,False,,,True,True,False,False,True,False
19-MAY-2016,True,,True,True,,,False,False,True,False,True,True,True,True,False,True,False,True,False,True,False,False,,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,,True,True,False,,False,False,False,True,False,,False,False,False,False,True,,,True,True,,False,,True,True,False,True,False,True,False,True,,False,,False,True,True,True,False,True,True,,False,True,,,True,,False,False,,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,,True,,True,False,True,,False,True,False,True,True,False,False,True,False,True,False,True,True,True,True,True,True,False,,False,False,False,True,True,,False,True,True,False,False,True,False,False,True,True,,,True,True,True,,True,False,False,True,True,True,,True,True,False,True,False,False,True,True,True,True,False,,False,True,True,True,False,True,True,True,True,False,,,True,True,False,False,True,False
20-MAY-2016,True,,True,True,,,False,False,False,False,True,True,True,True,False,True,False,True,False,True,True,False,,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,,True,True,True,,True,False,False,True,False,,True,False,False,False,True,,,True,True,,False,,False,True,False,True,False,True,False,True,,False,,False,True,True,True,True,True,True,,False,True,,,True,,False,True,,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,True,False,,True,False,False,True,False,,False,True,True,False,False,True,False,False,False,True,,,True,True,True,,True,False,False,True,True,True,,True,True,False,True,False,False,True,True,True,True,True,,False,False,True,True,False,True,True,True,True,False,,,True,True,False,True,True,False
23-MAY-2016,True,,True,True,,,True,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,,False,True,False,,True,False,False,True,False,,True,True,False,False,True,,,True,True,,False,,True,True,True,True,False,True,True,True,,False,,False,True,True,True,True,True,True,,True,True,,,True,,False,False,,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,True,,True,True,True,,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,True,True,False,,True,True,False,True,False,,False,True,True,False,False,True,False,True,True,True,,,True,True,True,,True,False,False,True,True,True,,True,True,True,True,True,False,True,True,False,True,True,,False,True,True,True,False,True,True,True,True,False,,,True,True,False,False,True,False
24-MAY-2016,False,,True,True,,,True,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,,False,True,False,,True,False,False,True,True,,True,False,False,False,True,,,True,True,,False,,False,True,True,False,False,True,True,True,,False,,False,True,True,True,True,True,True,,False,True,,,True,,False,True,,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,,True,,True,True,True,,False,True,False,True,True,False,False,True,True,True,False,True,True,False,True,False,True,False,,True,True,False,True,True,,False,True,False,False,False,True,False,True,True,True,,,True,True,True,,True,False,False,True,True,True,,True,True,True,True,True,False,True,True,False,True,False,,False,True,True,True,False,True,True,True,True,False,,,True,True,False,False,True,False
25-MAY-2016,False,,True,True,,,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,,True,True,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,,True,True,False,,True,False,False,True,True,,False,False,False,False,True,,,False,True,,False,,False,False,True,True,False,True,True,False,,False,,False,False,True,True,False,True,True,,False,False,,,True,,False,False,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,False,False,,True,,False,True,True,,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,,False,False,False,True,False,,True,True,False,False,False,True,False,True,True,True,,,True,True,True,,True,False,False,True,True,True,,True,True,True,True,False,True,True,False,False,True,False,,False,False,False,True,False,False,True,True,True,False,,,False,True,False,False,False,False
26-MAY-2016,False,,True,False,,,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,,True,True,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,,True,False,False,,True,False,False,True,True,,False,False,False,False,False,,,False,True,,False,,False,True,True,True,False,True,True,True,,False,,False,False,True,False,False,False,True,,False,False,,,True,,False,False,,True,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,,False,,False,True,True,,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,,False,False,False,True,False,,False,False,False,False,False,True,False,True,True,True,,,True,True,True,,True,True,False,False,False,True,,True,False,True,True,False,True,True,False,False,True,False,,False,True,True,True,False,False,True,True,True,False,,,False,False,False,False,False,False
27-MAY-2016,False,,True,False,,,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,,False,False,False,True,True,,False,False,False,False,True,,,False,True,,False,,False,False,False,True,False,True,False,False,,False,,False,False,True,False,False,False,False,,False,False,,,False,,False,False,,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,,False,,False,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,True,False,False,False,False,,False,False,False,False,False,True,False,False,True,True,,,True,True,False,,True,False,False,False,False,False,,False,False,False,True,False,True,True,False,False,False,False,,False,True,True,True,False,False,False,True,True,False,,,False,False,False,False,False,False
30-MAY-2016,False,,True,False,,,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,,False,False,False,True,True,,False,False,False,False,True,,,False,True,,False,,False,False,False,True,False,True,True,True,,False,,False,False,True,False,False,False,False,,False,False,,,False,,False,False,,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,,False,,False,True,False,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,,True,False,False,False,False,,False,False,False,False,False,True,False,False,True,True,,,True,True,True,,False,False,False,False,False,False,,False,False,False,True,False,True,False,False,False,True,False,,False,False,True,True,False,False,False,True,True,False,,,False,False,False,False,False,False
31-MAY-2016,False,,True,True,,,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,,False,False,False,True,True,,False,False,False,False,True,,,True,True,,True,,False,True,False,True,False,True,True,True,,False,,False,False,True,False,False,False,False,,False,False,,,False,,False,False,,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,,False,,False,True,False,,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,,False,True,False,True,False,,False,False,False,False,False,True,False,False,True,False,,,True,False,True,,False,False,False,False,False,False,,True,True,False,True,False,True,False,False,False,False,False,,False,True,True,True,False,False,False,True,True,False,,,False,False,False,False,False,False
01-JUN-2016,False,,False,True,,,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,,False,False,False,True,True,,False,False,False,False,True,,,True,True,,True,,False,True,False,True,False,True,True,True,,False,,True,False,True,False,False,False,False,,False,False,,,True,,False,False,,True,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,,False,,False,True,False,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,,True,True,False,False,False,,False,False,False,False,False,True,False,False,True,True,,,False,True,True,,False,False,False,False,False,True,,True,True,False,True,False,True,False,False,False,False,False,,False,True,True,True,False,False,True,True,True,False,,,False,False,False,False,False,False
02-JUN-2016,False,,False,False,,,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,,False,False,False,True,True,,False,False,False,False,True,,,False,True,,True,,False,False,False,True,False,True,True,True,,False,,False,False,True,False,False,False,True,,False,False,,,False,,False,False,,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,,False,,False,True,False,,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,,False,False,False,True,False,,False,False,False,False,False,True,False,False,True,False,,,False,True,True,,False,False,False,False,False,False,,True,True,False,False,False,False,False,False,False,False,False,,False,True,True,True,False,False,False,False,True,False,,,False,False,False,False,True,False
03-JUN-2016,False,,False,True,,,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,True,True,True,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,,False,False,False,True,True,,False,True,False,False,True,,,True,True,,True,,False,False,False,True,False,True,True,True,,False,,False,False,True,False,False,False,True,,False,False,,,True,,False,False,,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,,False,,False,True,False,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,,False,False,False,True,False,,False,True,False,False,False,True,False,False,True,True,,,False,True,True,,True,False,False,False,False,True,,True,True,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,True,True,True,True,False,,,False,True,False,False,True,False
06-JUN-2016,False,,False,True,,,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,,False,True,True,False,False,True,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,,False,False,False,False,True,,False,False,False,False,True,,,True,True,,True,,False,False,False,True,False,True,True,True,,False,,False,False,True,False,False,False,False,,False,False,,,True,,False,False,,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,,False,,False,True,False,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,,False,True,False,True,False,,False,True,False,False,False,True,False,False,True,True,,,True,True,True,,True,False,False,False,False,True,,True,True,False,True,False,False,False,False,False,False,False,,False,True,True,True,False,False,False,True,True,False,,,False,True,False,False,True,False
07-JUN-2016,False,,False,False,,,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,,False,False,False,True,True,,False,True,False,False,True,,,True,False,,True,,False,False,False,True,False,False,True,True,,False,,False,False,True,False,False,False,False,,False,False,,,True,,False,False,,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,,False,,False,True,True,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,,False,False,False,True,False,,False,False,False,False,False,True,False,False,True,False,,,True,True,True,,True,False,False,False,False,False,,True,True,True,True,False,False,False,False,False,False,False,,False,True,False,True,False,False,False,True,True,False,,,False,True,False,False,True,False
